#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
SRR19352691_Contig-1  -         Hairpin-meta1        RF04190    cm        1      118     4440     4522      +    no    1 0.49   0.0   43.2   1.9e-06 !   -
SRR15182883_Contig-1  -         Hairpin-meta1        RF04190    cm        1      118     4580     4517      -    no    1 0.48   0.0   42.7   2.4e-06 !   -
SRR7475541_Contig-1   -         Hairpin-meta1        RF04190    cm        1      118      470      657      +    no    1 0.47   0.0   42.7   2.5e-06 !   -
SRR5491302_Contig-1   -         Hairpin-meta1        RF04190    cm        1      118     1274     1167      -    no    1 0.49   0.0   42.4   2.9e-06 !   -
SRR6942714_Contig-1   -         Hairpin-meta1        RF04190    cm        1      118     1191     1083      -    no    1 0.51   0.0   41.1   5.5e-06 !   -
SRR10388303_Contig-1  -         Hairpin-meta1        RF04190    cm        1      118     1745     1639      -    no    1 0.50   0.0   40.9   6.2e-06 !   -
SRR16887726_Contig-14 -         Hairpin-meta1        RF04190    cm       45      118        1       69      +    5'    2 0.46   0.0   40.2     9e-06 !   -
SRR7475541_Contig-1   -         Hairpin-meta1        RF04190    cm        1      118     3586     3672      +    no    1 0.39   0.0   40.1   9.5e-06 !   -
SRR6959632_Contig-1   -         Hairpin-meta1        RF04190    cm        1      118     4003     3881      -    no    1 0.49   0.0   37.8     3e-05 !   -
SRR16887726_Contig-16 -         Hairpin-meta1        RF04190    cm       55      118        1       54      +    5'    2 0.50   0.0   36.8     5e-05 !   -
SRR17286183_Contig-1  -         Hairpin-meta1        RF04190    cm        1      118     1401     1200      -    no    1 0.44   0.0   36.0   7.7e-05 !   -
SRR19345763_Contig-1  -         Hairpin-meta1        RF04190    cm        1      118     1385     1256      -    no    1 0.50   0.0   31.8   0.00069 !   -
SRR13855518_Contig-1  -         Hairpin-meta1        RF04190    cm        1      118     2085     1954      -    no    1 0.49   0.0   31.6   0.00075 !   -
SRR19352691_Contig-10 -         Hairpin-meta1        RF04190    cm       73      118        1       39      +    5'    2 0.33   0.0   31.3   0.00088 !   -
SRR7475541_Contig-1   -         Hairpin-meta1        RF04190    cm        1      118     1142     1073      -    no    1 0.43   0.0   29.2    0.0025 !   -
SRR16887726_Contig-6  -         Hairpin-meta1        RF04190    cm        1      118        6       80      +    no    1 0.53   0.0   29.2    0.0026 !   -
SRR10040559_Contig-3 -         Hairpin-meta2        RF04191    cm        1      269      271      171      -    no    1 0.50   0.0   31.7     1e-07 !   -
SRR4051856_Contig-1  -         Hairpin-meta2        RF04191    cm        1      269      929     1008      +    no    1 0.50   0.0   23.8   2.9e-05 !   -
SRR16887726_Contig-6 -         Hairpin-meta2        RF04191    cm      191      269        1       81      +    5'    2 0.52   0.0   21.4   0.00017 !   -
SRR19257112_Contig-1 -         Hairpin-meta2        RF04191    cm      221      267      773      817      +    no    1 0.58   0.0   17.6    0.0026 !   -
SRR13855518_Contig-1 -         MIR5048              RF04207    cm        1      356     3961     4231      +    no    1 0.43   0.0   56.6   3.9e-12 !   -
SRR1509475_Contig-1  -         MIR7807              RF04213    cm        1      133      784      657      -    no    1 0.45   0.0   63.9   1.1e-13 !   -
SRR7694632_Contig-2  -         MIR7526              RF04214    cm        1      113     1786     2011      +    no    1 0.52   0.0   64.4   6.8e-14 !   -
#
# Program:         cmsearch
# Version:         1.1.4 (Dec 2020)
# Pipeline mode:   SEARCH
# Query file:      /beegfs/p_sra/db/Rfam/Rfam.cm
# Target file:     3_sorted/2_grouped/Ambi_RdRp/nucleotide.fas
# Option settings: cmsearch --tblout 4b_INFERNAL/cmsearch.txt -E 0.01 --cpu 8 /beegfs/p_sra/db/Rfam/Rfam.cm 3_sorted/2_grouped/Ambi_RdRp/nucleotide.fas 
# Current dir:     /beegfs/p_sra/lauber-2015-virusGatherer/19a_Ambi_Fungi
# Date:            Wed Dec 14 16:47:18 2022
# [ok]
