#SampleID	Metaphlan2_Analysis
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus varians	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus venezuelensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus versicolor	0.01075
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus viridinutans	0.01075
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Atheliales|f__Atheliaceae|g__Athelia|s__Athelia rolfsii	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Dothideales|f__Saccotheciaceae|g__Aureobasidium|s__Aureobasidium melanogenum	0.10963
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Dothideales|f__Saccotheciaceae|g__Aureobasidium|s__Aureobasidium pullulans	0.06879
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Auriculariales|f__Auriculariaceae|g__Auricularia|s__Auricularia auricula-judae	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Auriculariales|f__Auriculariaceae|g__Auricularia|s__Auricularia fibrillifera	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Auriculariales|f__Auriculariaceae|g__Auricularia|s__Auricularia polytricha	0.0301
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Auriculariales|f__<not present>|g__<not present>|s__Auriculariales sp.	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Schizophyllaceae|g__Auriculariopsis|s__Auriculariopsis ampla	0.03439
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Bambusicolaceae|g__Bambusicola|s__Bambusicola bambusae	0.01935
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__<not present>|g__Batrachochytrium|s__Batrachochytrium dendrobatidis	0.09244
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__<not present>|g__Batrachochytrium|s__Batrachochytrium salamandrivorans	0.05804
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Beauveria|s__Beauveria amorpha	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Beauveria|s__Beauveria bassiana	0.69434
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Bipolaris|s__Bipolaris maydis	0.11608
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Bipolaris|s__Bipolaris sorokiniana	0.09888
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Xylariaceae|g__Biscogniauxia|s__Biscogniauxia sp.	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phanerochaetaceae|g__Bjerkandera|s__Bjerkandera adusta	0.03869
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Choanephoraceae|g__Blakeslea|s__Blakeslea trispora	0.05159
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Ajellomycetaceae|g__Blastomyces|s__Blastomyces dermatitidis	0.08599
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Blumeria|s__Blumeria graminis	0.07309
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Blumeria|s__Blumeria hordei	0.41058
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Boletaceae|g__Boletus|s__Boletus edulis	0.01505
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Botryosphaeria|s__Botryosphaeria dothidea	0.06879
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Botrytis|s__Botrytis aclada	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Botrytis|s__Botrytis cinerea	0.69864
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Botrytis|s__Botrytis squamosa	0.0043
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Brettanomyces|s__Brettanomyces bruxellensis	0.08384
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Brettanomyces|s__Brettanomyces naardenensis	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Bussabanomyces|s__Bussabanomyces longisporus	0.0043
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Caecomyces|s__Caecomyces churrovis	0.05589
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Caecomyces|s__Caecomyces communis	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Calonectria|s__Calonectria pseudoreteaudii	0.01935
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida albicans	8.48041
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida albicans x Candida dubliniensis	0.03224
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida dubliniensis	0.03869
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida orthopsilosis	0.0258
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida parapsilosis	0.57826
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__<not present>|g__Candida/Saccharomycetales|s__Candida sp. (in: Saccharomycetales)	0.0129
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida tropicalis	0.27731
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__<not present>|f__Gloniaceae|g__Cenococcum|s__Cenococcum geophilum	0.31815
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Cantharellales|f__Ceratobasidiaceae|g__Ceratobasidium|s__Ceratobasidium sp.	0.0086
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae|g__Ceratocystis|s__Ceratocystis fimbriata	0.0215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Lasiosphaeriaceae|g__Cercophora|s__Cercophora sp.	0.0129
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Cercospora|s__Cercospora sojina	0.0301
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Cercospora|s__Cercospora zeina	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Cerrenaceae|g__Cerrena|s__Cerrena unicolor	0.05804
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|s__Chaetomium cochliodes	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|s__Chaetomium globosum	0.06449
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|s__Chaetomium sp. MPI-CAGE-AT-0009	0.00645
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__<not present>|g__Chalara|s__Chalara longipes	0.05589
k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Lecanorales|f__Cladoniaceae|g__Cladonia|s__Cladonia macilenta	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Cladophialophora|s__Cladophialophora immunda	0.00645
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae|g__Cladosporium|s__Cladosporium cladosporioides	0.00645
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae|g__Cladosporium|s__Cladosporium sp.	0.0129
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Rutstroemiaceae|g__Clarireedia|s__Clarireedia homoeocarpa	0.0215
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Glomerales|f__Claroideoglomeraceae|g__Claroideoglomus|s__Claroideoglomus etunicatum	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Clavariaceae|g__<not present>|s__Clavariaceae sp.	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__<not present>|g__Clavariopsis|s__Clavariopsis aquatica	0.0301
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Clavispora|s__Clavispora lusitaniae	0.17627
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Entolomataceae|g__Clitopilus|s__Clitopilus hobsonii	0.04514
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Clonostachys|s__Clonostachys rosea	0.34824
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Onygenaceae|g__Coccidioides|s__Coccidioides immitis	0.05589
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Onygenaceae|g__Coccidioides|s__Coccidioides posadasii	0.05159
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum asianum	0.0258
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum camelliae	0.03224
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum fructicola	0.28805
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum gloeosporioides	0.20422
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum graminicola	0.09888
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum higginsianum	0.28161
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum incanum	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum lupini	0.05374
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum nymphaeae	0.03869
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum orbiculare	0.03224
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum phormii	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum scovillei	0.0215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum siamense	0.07094
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum sublineola	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum tanaceti	0.0086
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum tofieldiae	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum|s__Colletotrichum truncatum	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Collybiopsis|s__Collybiopsis confluens	0.0129
k__Fungi|p__Zoopagomycota|c__Entomophthoromycetes|o__Entomophthorales|f__Ancylistaceae|g__Conidiobolus|s__Conidiobolus coronatus	0.0043
k__Fungi|p__Zoopagomycota|c__Entomophthoromycetes|o__Entomophthorales|f__Ancylistaceae|g__Conidiobolus|s__Conidiobolus obscurus	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Schizoparmaceae|g__Coniella|s__Coniella diplodiella	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Coniochaetales|f__Coniochaetaceae|g__Coniochaeta|s__Coniochaeta pulveracea	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Coniophoraceae|g__Coniophora|s__Coniophora puteana	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Psathyrellaceae|g__Coprinopsis|s__Coprinopsis cinerea	0.6191
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps|s__Cordyceps cateniannulata	0.03654
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps|s__Cordyceps cicadae	0.05804
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps|s__Cordyceps militaris	0.13758
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Coriolopsis|s__Coriolopsis trogii	0.10318
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Corollospora|s__Corollospora maritima	0.03654
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Corticiales|f__Corticiaceae|g__<not present>|s__Corticiaceae sp.	0.0043
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Corynesporascaceae|g__Corynespora|s__Corynespora cassiicola	0.0129
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Coleosporiaceae|g__Cronartium|s__Cronartium ribicola	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Cryphonectriaceae|g__Cryphonectria|s__Cryphonectria parasitica	0.08814
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus depauperatus	0.0043
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGI	0.07524
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGII	0.09888
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGIII	0.0301
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGIV	0.0129
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus neoformans	5.91371
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus sp. (in: Fungi)	0.0129
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus sp. T15_22C	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Cubamyces|s__Cubamyces menziesii	0.0043
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Cunninghamellaceae|g__Cunninghamella|s__Cunninghamella bertholletiae	0.0043
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Cunninghamellaceae|g__Cunninghamella|s__Cunninghamella echinulata	0.02795
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia|s__Curvularia lunata	0.0043
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia|s__Curvularia sp.	0.0129
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Cutaneotrichosporon|s__Cutaneotrichosporon curvatum	0.0086
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Cutaneotrichosporon|s__Cutaneotrichosporon cutaneum	0.0086
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Cutaneotrichosporon|s__Cutaneotrichosporon oleaginosum	0.03224
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Cyberlindnera|s__Cyberlindnera americana	0.0129
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Cyberlindnera|s__Cyberlindnera jadinii	0.03869
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Bolbitiaceae|g__Cyclocybe|s__Cyclocybe aegerita	0.03439
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Valsaceae|g__Cytospora|s__Cytospora mali	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Daldinia|s__Daldinia eschscholtzii	0.0129
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces hansenii	0.03654
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Hericiaceae|g__Dentipellis|s__Dentipellis sp. KUC8613	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Diaporthaceae|g__Diaporthe|s__Diaporthe amygdali	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Diaporthaceae|g__Diaporthe|s__Diaporthe caulivora	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Diaporthaceae|g__Diaporthe|s__Diaporthe longicolla	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Dichomitus|s__Dichomitus squalens	0.66639
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Phallales|f__Phallaceae|g__Dictyophora|s__Dictyophora indusiata	0.01075
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Didymella|s__Didymella bellidis	0.01935
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Didymella|s__Didymella segeticola	0.05804
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Didymella|s__Didymella sp. ZC-2020a	0.0129
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Drepanopezizaceae|g__Diplocarpon|s__Diplocarpon rosae	0.0258
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Drechmeria|s__Drechmeria coniospora	0.0043
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Drechslerella|s__Drechslerella dactyloides	0.05159
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Drechslerella|s__Drechslerella stenobrocha	0.00645
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Drepanopezizaceae|g__Drepanopeziza|s__Drepanopeziza brunnea	0.04084
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Earliella|s__Earliella scabrosa	0.00645
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Culicosporidae|g__Edhazardia|s__Edhazardia aedis	0.23646
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Myriangiales|f__Elsinoaceae|g__Elsinoe|s__Elsinoe ampelina	0.02795
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Unikaryonidae|g__Encephalitozoon|s__Encephalitozoon cuniculi	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Entolomataceae|g__Entoloma|s__Entoloma abortivum	0.01935
k__Fungi|p__Zoopagomycota|c__Entomophthoromycetes|o__Entomophthorales|f__Entomophthoraceae|g__Entomophthora|s__Entomophthora muscae	0.05159
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytriomycetaceae|g__Entophlyctis|s__Entophlyctis helioformis	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Epichloe|s__Epichloe amarillans	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Epichloe|s__Epichloe canadensis	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Epichloe|s__Epichloe elymi	0.04729
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Epichloe|s__Epichloe festucae	0.08384
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Epichloe|s__Epichloe hybrida	0.01075
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Epichloe|s__Epichloe typhina	0.02795
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Erysiphe|s__Erysiphe necator	0.10533
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Erysiphe|s__Erysiphe neolycopersici	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Escovopsis|s__Escovopsis weberi	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala alcalophila	0.0258
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala dermatitidis	0.17197
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala mesophila	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala oligosperma	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala sideris	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala spinifera	0.03224
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala xenobiotica	0.00645
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Exserohilum|s__Exserohilum turcicum	0.20852
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Feramyces|s__Feramyces austinii	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Fibroporiaceae|g__Fibroporia|s__Fibroporia radiculosa	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Flammulina|s__Flammulina filiformis	0.17842
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Flammulina|s__Flammulina velutipes	0.12468
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Squamanitaceae|g__Floccularia|s__Floccularia luteovirens	0.03869
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Fomitopsidaceae|g__Fomitopsis|s__Fomitopsis betulina	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Fomitopsidaceae|g__Fomitopsis|s__Fomitopsis pinicola	0.01505
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Fulvia|s__Fulvia fulva	0.01505
k__Fungi|p__<not present>|c__<not present>|o__<not present>|f__<not present>|g__<not present>|s__fungal sp. No.11243	0.27086
k__Fungi|p__<not present>|c__<not present>|o__<not present>|f__<not present>|g__<not present>|s__fungal sp. No.14919	0.16767
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Glomerales|f__Glomeraceae|g__Funneliformis|s__Funneliformis mosseae	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium acuminatum	0.04299
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium andiyazi	0.0086
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium avenaceum	0.05159
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium bataticola	0.0172
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium circinatum	0.01505
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium cucurbiticola	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium culmorum	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium euwallaceae	0.06019
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium falciforme	0.02795
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium fujikuroi	0.17412
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium graminearum	2.01853
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium humuli	0.0258
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium keratoplasticum	0.04084
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium mangiferae	0.0086
